template_id,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
1082,2025,4,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1918,315,82.58843441901244,6.896832852727129,75.2027760669687,0.4447209100116005,149.8661737738347,123,3,22949,7131,1050,5996,41,8731
1083,2025,4,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2721,478,139.73087493998355,4.108721384262625,64.881468203723,2.0561809949659144,267.22250953053043,101,3,20826,6472,953,5441,37,7923
1084,2025,2,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1640,287,91.1350532680809,4.95949887474311,49.6830692873956,0.7689856394328025,140.45496151607583,45,5,13475,4117,824,3566,21,4947
1085,2025,8,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10069,2792,712.7622140130308,194.81714182534537,1197.8552859394204,4.517725774199265,682.0508827254446,314,32,174261,52968,9524,44260,370,67139
1086,2025,10,RU,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7019,903,119.85102934476758,15.708272443254826,502.8046132163934,3.3415757158118633,261.29459513190335,50,18,38413,12130,1503,10649,61,14070
1087,2025,9,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",2945,349,108.5209783213277,11.53429185385765,116.01846157433798,1.1026275202362452,111.82469827262197,44,5,21275,6876,977,5935,41,7446
1088,2025,12,UA,United Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2409,570,181.8179541329538,13.146557162300834,216.67107578339602,0.14855536807267986,158.2153513888096,35,4,32292,9886,1765,7998,59,12584
1089,2025,1,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2489,396,126.73976942189337,8.164827346002445,69.3805258145712,1.807325955573779,189.90966199803654,53,4,18669,5883,1171,4835,30,6750
1090,2025,9,9E,Pinnacle Airlines Inc.,MEM,"Memphis, TN: Memphis International",2918,312,83.22226729040179,9.024984381576719,107.6927137142782,0.20753210467792718,111.85506815128677,44,5,17426,5633,800,4861,33,6099
1091,2025,9,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1536,170,48.51095723927585,12.51291707970071,52.997191713075914,0.6456609382051427,55.33224094798962,9,2,12102,3912,555,3376,23,4236
1092,2025,6,US,US Airways Inc.,BOS,"Boston, MA: Logan International",1630,396,84.02754713247893,10.20902158330276,185.11208463239836,0.7407530192448617,115.90986636834127,47,2,22423,6424,1317,5782,35,8865
1093,2025,8,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1586,338,99.98741977586013,21.352438669712335,77.67991804952548,0.7535992162324475,138.2266188999568,47,3,26466,8046,1446,6722,56,10196
1094,2025,2,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1606,274,65.90465057001877,7.2704325065825275,119.05339526091299,0.3339007528140155,81.4407587430373,39,4,18299,5590,1119,4843,29,6718
1095,2025,11,EV,ExpressJet Airlines LLC,IAH,"Houston, TX: George Bush Intercontinental/Houston",3066,445,82.89036060501073,7.963180456964286,202.7213755235584,0.3706971912130964,151.05456827707076,20,4,28916,9217,1191,7948,60,10500
1096,2025,12,YX,Republic Airline,LGA,"New York, NY: LaGuardia",2434,478,103.12176073692618,15.881017398465698,233.64649659614372,0.8970055825465213,124.45622350438053,36,5,32415,9922,1772,8029,60,12632
1097,2025,7,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",3104,662,121.4369827633938,8.801220354809645,300.7464044458958,0.06646004158514227,230.94778168011467,31,6,38328,11266,2185,9606,54,15217
1098,2025,5,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1604,316,103.6484736739661,5.519703300357849,56.39703420436716,0.7393112627663767,149.6964769926385,13,6,15937,4721,846,4308,20,6042
1099,2025,6,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2531,597,172.06446714359348,24.338589942297737,146.80282683007937,1.5423965913288453,252.24980037352128,33,13,35044,10040,2058,9036,55,13855
1100,2025,11,9E,Pinnacle Airlines Inc.,MEM,"Memphis, TN: Memphis International",3070,397,87.81706051083506,8.465109749550722,185.35043487986331,1.1698548170705878,114.19759718009168,34,5,19403,6186,799,5333,40,7045
1101,2025,4,YX,Republic Airline,LGA,"New York, NY: LaGuardia",2131,403,83.89665100073152,10.719629243522622,210.8199376800498,0.2756187073953055,97.28555957459338,109,7,30737,9551,1407,8030,55,11694
1102,2025,5,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",2768,408,116.70740342814558,5.512016639117392,130.150275335063,0.7275464518189052,154.907580363336,27,4,21494,6366,1142,5810,28,8148
1103,2025,7,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1479,371,71.73961120518608,11.473743322720962,192.64350306291806,2.4374566037912078,92.70823215158143,22,6,26857,7895,1531,6731,38,10662
1104,2025,5,DH,Atlantic Coast Airlines,IAD,"Washington, DC: Washington Dulles International",4488,840,104.49837976983595,12.832699513159568,261.73352992724716,0.3328760381548032,460.6023439262034,76,13,57317,16973,3045,15494,75,21730
1105,2025,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3443,913,176.96703004903188,17.338883457913237,379.2805231183208,3.3057289092530495,336.10886733992083,52,16,67569,19356,3969,17423,107,26714
1106,2025,9,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2059,268,71.62751539069956,1.7940210425975114,30.33792630447713,0.8177012843032507,163.42336362958264,13,1,11325,3661,520,3159,21,3964
1107,2025,12,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5187,989,265.253354250671,22.60049167123437,178.2984651123151,5.309496073792649,517.539781167518,74,13,47936,14673,2621,11873,89,18680
1108,2025,7,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",6051,1489,158.0582404758013,19.94569086426503,681.8030713607163,0.03733832496082011,629.1548530605489,53,28,105234,30929,6001,26376,148,41780
1109,2025,1,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1571,307,97.16676125212267,12.026243963514576,71.01463428901712,0.6701090604604215,126.12299813712234,68,3,21869,6892,1372,5663,35,7907
1110,2025,7,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2716,400,115.31737292540379,23.91063441167397,113.40278438320243,0.9515562303474313,146.4216200189465,23,7,31564,9279,1799,7911,44,12531
1111,2025,9,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1911,269,78.32505898350188,7.184516656677552,107.4661536562654,0.29894036168603877,75.72331206625276,21,3,14325,4631,657,3996,27,5014
1112,2025,7,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2057,423,81.08973353755755,21.353817721385767,189.7910898002085,1.0215220980001207,129.74547946178328,55,8,24507,7205,1397,6142,34,9729
1113,2025,1,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",1850,322,69.85832693056793,7.561527759540292,134.6411303678114,0.12318177937611438,109.81964119253423,89,4,19476,6137,1222,5044,31,7042
1114,2025,6,EV,ExpressJet Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",3758,948,142.84007593750692,13.787363064285007,399.21855578719243,0.06286013642108543,392.0925155952274,150,13,74580,21364,4380,19231,119,29486
1115,2025,6,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7005,1360,278.0678127802578,38.72878434191691,610.6835643074728,7.539542342036486,424.98362787091514,28,48,81019,23207,4759,20892,129,32032
1116,2025,4,9E,Pinnacle Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4884,641,150.07158555710973,16.173520572645725,223.79099831811362,0.9638265291844369,250.0031348443514,87,6,37464,11640,1715,9788,67,14254
1117,2025,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17409,2508,584.891655027957,57.443052233436056,1136.686897056147,2.272665423483921,726.7041562407406,402,25,150357,46989,6441,38796,261,57870
1118,2025,6,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5377,1179,212.341384893301,30.846536760814587,406.7795473972029,0.06468884985005093,528.966446683594,140,35,87379,25029,5132,22532,139,34547
1119,2025,8,NW,Northwest Airlines Inc.,MEM,"Memphis, TN: Memphis International",2317,378,122.76705884675276,15.503583417271022,151.5549070772599,4.806918835872914,83.37179321264637,28,7,20617,6269,1126,5236,43,7943
1120,2025,7,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",2339,656,128.70464952070503,19.993770318725957,306.03236866361055,0.18477792575681876,201.08292118317507,55,21,54346,15974,3099,13621,76,21576
1121,2025,7,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",1504,293,64.11420654565738,15.549456404460251,106.51466438069026,0.8246666374566812,105.99941598689182,36,7,22035,6478,1256,5522,31,8748
1122,2025,1,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2448,491,96.96988624314125,6.933549786750552,219.65718388235197,0.033958162840492245,167.40486312834378,24,1,26748,8429,1678,6927,43,9671
1123,2025,11,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9414,2121,526.4191588004735,137.98801121283046,950.4068618640636,2.860944200753041,503.323968713886,140,10,123153,39250,5072,33852,258,44721
1124,2025,8,XE,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4179,1141,95.14791097560447,10.42912781047664,709.8780883819501,2.411875584581343,323.1345274956133,199,21,92849,28224,5074,23582,197,35772
1125,2025,8,9E,Pinnacle Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2034,403,88.27054625504798,17.42991067538357,167.9314895900212,0.6484046533549362,128.71963340332462,79,10,25057,7618,1369,6364,53,9653
1126,2025,7,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1867,468,88.69878767905496,14.371815246313673,261.23826492573886,0.2211342519972566,103.46949940609301,54,18,36337,10681,2072,9107,51,14426
1127,2025,12,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",1321,246,52.2183994952345,9.778701455290745,113.16256056456791,0.41623193636923544,70.4190257304627,20,2,14160,4335,774,3507,26,5518
1128,2025,1,9E,Pinnacle Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4558,986,187.96399017336634,21.44064418876637,386.7203877383128,1.925374129051098,387.951527000492,164,7,57675,18170,3620,14937,94,20854
1129,2025,8,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",1643,299,58.059460541718444,13.651469877662832,128.21184393314485,0.6101629289042191,98.46474689233465,37,4,21305,6477,1164,5411,45,8208
1130,2025,11,FL,AirTran Airways Corporation,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5303,921,102.41213949708327,3.357622885880851,469.0689166702438,0.03912237652612171,346.1214052561628,32,6,49104,15652,2022,13497,102,17831
1131,2025,3,DH,Atlantic Coast Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2805,481,65.15202472799204,10.544313197085817,118.28951255040543,0.40136401732429994,286.6050050627045,68,4,27212,8506,1165,7021,47,10473
1132,2025,11,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2596,311,100.30088425812119,6.28381955671306,101.44007840513441,0.1947163969295297,102.78051382233419,12,3,18463,5886,760,5075,38,6704
1133,2025,12,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1926,437,94.94468366988743,7.762767802269785,146.8632935648055,0.7674871465938075,186.66407469052047,35,7,29867,9143,1633,7397,55,11639
1134,2025,4,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",4926,656,186.57087531376064,12.359975228766686,219.53508287621378,0.29934437505833134,237.23341795130554,130,8,37942,11788,1737,9913,68,14436
1135,2025,8,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",2238,428,90.32830638145059,15.217470394755765,199.92072868862192,0.21879486277991655,122.31927614741377,75,9,35121,10677,1919,8920,74,13531
1136,2025,9,RU,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6625,772,120.1223150567807,15.898221486752288,393.8849414547034,5.3916623063385964,236.6996958760745,324,15,32186,10401,1478,8979,62,11266
1137,2025,7,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2726,556,166.41727336772556,19.937721622278456,80.67110616260773,1.9380295180838787,287.03327310007194,18,7,30049,8833,1713,7531,42,11930
1138,2025,11,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1990,255,56.77789212728475,3.171952572003811,104.3693246039677,0.6357745275021428,90.04096930891272,24,4,10479,3342,431,2880,21,3805
1139,2025,3,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",8136,1564,374.28635647426375,58.09984417733072,721.484511397523,6.686941375973968,403.4439887029056,138,24,84423,26385,3616,21783,146,32493
1140,2025,10,EV,ExpressJet Airlines LLC,EWR,"Newark, NJ: Newark Liberty International",1333,272,40.54953536343598,4.4078296814397575,160.7535369741987,0.17705930832210684,66.1080843804599,17,3,19859,6272,777,5505,31,7274
1141,2025,3,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",5042,600,197.38450490569522,28.780398609095354,133.45728004368596,4.380574014848073,235.99937865452497,74,3,33306,10411,1426,8593,57,12819
1142,2025,2,DH,Independence Air,IAD,"Washington, DC: Washington Dulles International",5598,977,114.9649533394309,9.577611854738784,394.0425359540678,1.419384918060648,457.0049683129271,108,6,51832,15830,3171,13720,82,19029
1143,2025,5,US,US Airways Inc.,LAS,"Las Vegas, NV: McCarran International",1299,233,61.12304210514405,3.4499505659098055,88.47001364121024,1.1082016440650522,78.84956030503164,12,2,11454,3393,608,3096,15,4342
1144,2025,1,HP,America West Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",2782,600,145.24722355466105,15.88307727401294,245.68575247762803,5.047381355016676,188.13665391407272,78,4,29472,9286,1849,7633,48,10656
1145,2025,12,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9564,2621,692.6904216707454,200.1679344611661,1035.8037404283505,7.536610799282152,684.802403183011,301,8,161533,49443,8833,40010,299,62948
1146,2025,6,XE,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",2469,512,88.81576333335903,12.36862822649328,137.62046953251328,1.468576122859996,271.7304270409014,38,6,35912,10288,2109,9260,57,14198
1147,2025,7,VX,Virgin America,SFO,"San Francisco, CA: San Francisco International",1638,417,59.983085934775346,17.663668919339692,219.6915584852398,1.0950961939274948,118.56661348798946,14,4,30904,9085,1762,7745,43,12269
1148,2025,9,XE,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6752,767,126.04288765465536,25.457119152129952,348.99430866473915,1.9261087524599223,264.5812748095959,132,20,39104,12637,1796,10909,75,13687
1149,2025,4,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1359,253,82.66131648359496,5.21926243966038,47.322455019392855,0.744690130206084,117.05353484354133,58,4,12721,3953,582,3323,23,4840
1150,2025,8,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5443,1001,227.7964364649788,55.73546111219357,242.51790551537033,4.03502327140006,470.91621655929157,83,20,57002,17327,3115,14478,121,21961
1151,2025,6,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1441,292,78.7578866426627,8.102332666366959,74.82862075574693,0.38396370185449047,129.9285842171996,26,3,21315,6106,1252,5496,34,8427
1152,2025,4,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1876,395,75.66909805796793,8.253978144417138,226.19341184335806,0.2421551115422383,84.64161959215005,41,8,25097,7798,1148,6557,45,9549
1153,2025,5,DH,Atlantic Coast Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2768,487,60.93758637221142,24.4458435865037,125.00818950555754,0.3164294494113365,276.291788700981,62,6,28838,8541,1532,7795,37,10933
1154,2025,3,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",2725,561,115.50985045436323,9.72229771305637,283.3929973286948,0.14630675502175694,152.23213298111315,121,7,37398,11688,1602,9649,65,14394
1155,2025,1,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",2476,543,154.2792891008556,7.941206076289175,142.40609560630617,1.1635652236958984,237.2108758442477,109,4,38437,12110,2412,9954,63,13898
1156,2025,6,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",2943,550,166.83527230824072,16.852179336536626,151.24997527487534,1.1295911692086962,213.93303617512896,42,6,28377,8130,1666,7317,45,11219
1157,2025,1,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3076,448,137.55475126516137,21.078935916254824,152.13763225950836,0.3527637470887671,136.87645713757246,37,4,29694,9357,1863,7690,48,10736
1158,2025,8,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3038,423,138.34205589466612,16.384268517355846,115.9840376422318,0.5249002035239585,151.76366642640824,21,4,28872,8777,1578,7333,61,11123
1159,2025,7,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",4142,925,225.19993193295986,29.521030482678132,354.9983161000238,0.39391709687817406,314.8847327827355,63,7,64069,18831,3653,16058,90,25437
1160,2025,11,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1528,235,79.27929275522017,4.077208834497026,43.25924626470599,0.8681573515509854,107.51813263225226,10,3,10809,3446,445,2971,22,3925
1161,2025,4,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1513,220,60.4908676698688,3.835310208345378,49.79370399552139,0.19464587040180023,105.6848165311568,27,2,15617,4853,714,4080,28,5942
1162,2025,8,EV,ExpressJet Airlines LLC,IAH,"Houston, TX: George Bush Intercontinental/Houston",2266,443,72.68738850718306,12.755305646845601,203.44169372869553,0.2610566307620793,153.8545266476255,53,5,34150,10382,1866,8673,72,13157
1163,2025,5,HP,America West Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",2977,493,134.59189248377152,7.889882840328381,151.30541901815133,1.4769551288360758,197.7266827539261,34,4,23758,7036,1262,6422,31,9007
1164,2025,7,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",2659,698,168.8268641879779,17.56959383041746,218.45080124642527,1.054536932804938,292.09713548129093,38,5,52354,15388,2985,13122,74,20785
1165,2025,9,NW,Northwest Airlines Inc.,MEM,"Memphis, TN: Memphis International",2182,276,81.3339490841425,8.234886550931959,129.802077407872,1.3674282500452335,55.25763677362534,33,4,14017,4531,643,3910,27,4906
1166,2025,3,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",3070,378,119.97161375219869,7.300979856637689,115.64081304755722,1.4577076292852351,133.62942582050167,116,4,23754,7425,1017,6129,41,9142
1167,2025,10,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2749,265,76.4762467340884,8.622534259942949,74.2632491767952,0.5830754965634434,105.05272343835234,14,2,17631,5568,690,4887,28,6458
1168,2025,7,EV,ExpressJet Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1417,285,75.85522925363942,7.645512585564356,65.52702696228377,0.06203122943269019,135.91158184526174,32,5,22199,6526,1265,5564,31,8813
1169,2025,5,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3356,409,118.02962914703356,21.29014893118252,103.95892978073623,0.9211238981112359,164.80280672832808,44,5,33364,9881,1772,9019,43,12649
1170,2025,2,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1610,325,82.27973493752765,12.278693931586384,176.82823378586238,0.34834558426831674,53.26399276496805,16,3,16418,5016,1004,4345,26,6027
1171,2025,8,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6902,1223,306.3111198848086,35.41937722505594,504.9399047520158,3.5206825453824733,372.80725282230947,92,13,59430,18065,3248,15094,126,22897
1172,2025,7,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",1365,306,108.56744356524203,8.25328156787675,36.31300467315068,0.6367674719862271,152.2274805536643,13,3,15328,4507,874,3841,21,6085
1173,2025,6,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3657,902,247.28837879586496,46.2984425460392,316.3982060767396,1.9473749192910121,290.06604712795024,52,19,61873,17724,3634,15955,98,24462
1174,2025,6,RU,ExpressJet Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",4116,767,106.39746712189884,21.104149666324286,298.6393247205995,2.08342572994386,338.78568542465564,49,9,48035,13761,2821,12386,76,18991
1175,2025,5,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6110,1199,250.4057215379255,24.199389182631744,582.6019417339502,0.20483695439201796,341.5886198234415,96,24,87586,25936,4654,23676,114,33206
1176,2025,12,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",2475,302,149.89549670029416,12.37452775305172,8.349312354944738,0.8915461673493343,130.48968761685916,17,2,15177,4647,829,3759,28,5914
1177,2025,1,AQ,Aloha Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",1607,224,75.2406272918985,5.627368119914708,42.40490828669286,1.4799275536228595,99.24730146019157,31,2,10820,3410,679,2802,17,3912
1178,2025,2,9E,Pinnacle Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1315,272,59.90801890277604,9.384148102670519,125.35778894412714,0.2339363496256367,77.11626773657332,51,3,17518,5350,1072,4637,28,6431
1179,2025,8,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7497,1343,225.7268675957888,47.6031032256058,325.0554080609314,1.6818341470995577,742.9327807530241,161,28,79242,24087,4331,20126,168,30530
1180,2025,8,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6483,1156,272.5541960890117,54.85178686596566,278.1963839180334,6.302127660636439,544.0944537144246,65,25,60732,18461,3319,15425,129,23398
1181,2025,12,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2516,524,169.4080170087851,7.352001986014519,72.2176942108578,3.251883690014219,271.7709336982612,22,2,24668,7551,1349,6110,45,9613
1182,2025,2,RU,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4188,1052,69.68595150642558,16.05112644271319,749.0751930364825,1.3964528195046524,215.79136488602342,154,6,62241,19009,3808,16475,99,22850
1183,2025,10,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3573,559,190.11616169638344,12.118970741906866,191.06878166367002,1.289440774973357,164.40717714006522,58,6,32227,10177,1261,8934,51,11804
1184,2025,8,XE,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7937,1162,203.88533158681267,34.19016383799145,447.0360407803735,5.268825465001609,471.6179419463363,85,41,66639,20257,3642,16925,141,25674
1185,2025,12,US,US Airways Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",1949,321,72.98795687020433,9.443730814190602,117.23962041803743,0.8397518517309399,120.48895491978003,53,6,15832,4848,865,3921,29,6169
1186,2025,10,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1876,268,52.42159220140048,6.27421595197042,131.8931857881619,0.6196956960773304,76.79137004135362,17,2,15776,4983,617,4373,25,5778
1187,2025,5,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1459,271,75.88053672880297,9.811738800906879,71.47186670738526,0.4668105100873408,113.36903170322952,33,3,19228,5696,1021,5197,25,7289
1188,2025,2,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6171,1171,219.9455122404457,39.33464951588191,341.9616245386264,1.7053276519855998,568.0481271319542,201,18,88403,26998,5409,23400,141,32455
1189,2025,3,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1606,305,57.38147579147445,6.514155093217862,170.10542637706266,2.234606061094208,68.7654935190287,33,2,19732,6168,845,5091,34,7594
1190,2025,5,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",2915,452,130.08047375338424,21.98583598743898,137.74146962570848,1.1482510795520617,161.043435409722,33,7,31259,9257,1661,8450,40,11851
1191,2025,11,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",7290,1072,270.3633545540184,36.01375757733185,491.750029061046,5.140760902941834,268.73072883872555,51,6,50248,16016,2069,13812,105,18246
1192,2025,11,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",1461,256,39.5899229321208,6.7006874909087,135.74379738445617,0.07876127650417411,73.88850537936118,14,3,17182,5477,707,4723,36,6239
1193,2025,10,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2137,364,93.81494591381427,2.21896285240417,41.25607651368777,1.2896391341484699,225.41987881025273,18,1,15537,4907,608,4307,24,5691
1194,2025,5,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3094,409,128.1705343823556,13.002863845373636,126.2553804642929,0.4807404222498046,141.09046954015233,17,4,27175,8048,1444,7346,35,10302
1195,2025,9,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3539,450,132.0117464731488,9.59872022874626,101.32987093043987,1.9199925790056842,205.13916485073602,31,2,23302,7531,1070,6501,44,8156
1196,2025,4,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",2443,394,124.85913028809023,7.600264255030486,61.123586534519035,1.665617140100007,198.75063825606645,86,5,19048,5919,872,4976,34,7247
1197,2025,2,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2677,386,109.44669794263613,15.449044900379652,153.42023864774748,0.45347065708847906,107.23003293498662,25,4,21564,6587,1319,5708,34,7916
1198,2025,10,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4294,587,196.99279418423987,19.155378630371555,137.9153560774507,1.8897996288673113,231.04668507284444,70,5,39487,12469,1545,10946,63,14464
1199,2025,1,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1934,322,100.42886532435513,14.885895051671621,125.20944780047934,0.6055981916909491,80.87229277783365,27,2,18622,5869,1168,4822,30,6733
1200,2025,9,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3258,703,114.3165348669634,7.677054873096548,314.4788883346978,1.6022440071555206,264.9257976772273,69,7,48071,15534,2208,13411,92,16826
1201,2025,5,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7946,1290,313.5275897052782,70.49442056285925,573.6014010897835,2.574146922311754,329.80075813705645,82,16,70255,20804,3733,18991,92,26635
1202,2025,6,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International",2899,652,119.40734713075527,11.05464012544926,295.21538361808143,0.14235643465664266,226.18085420287207,20,8,37584,10767,2207,9691,60,14859
1203,2025,10,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4553,707,202.36815649998013,10.129858644191328,172.41619263261313,2.6457755391555966,319.4455772950006,36,5,30145,9518,1180,8357,48,11042
